word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
population,noun,人口,個体数 / 住民,人口 / 人口，個体数 （一定の地域に住む）住民,0.6206,,"systan,leap",2
overshadow,verb,影にする,の影を薄くさせる,～の影を薄くさせる / 影にする,0.6296999999999999,,"leap,eiken1",1
reintroduce,verb,復活させる,かつての分布域に再導入する,(動植物など)をかつての分布域に再導入する、(制度など)を復活させる,0.6296999999999999,,passtan1,1
arrange,verb,手配する,の段取りをつける / 配置する / 配列する,の段取りをつける / を手配する / を配置する / ～の手はずを整える、～を配列する / ～を手配する、～の段取りをつける ～を整理する,0.6297,,"target1900,systan,leap",6
ascribe A to B,phrase,の原因 は だと考える,,Aの原因〔所属〕はBだと考える,0.6299999999999999,,sokujuku,0
ask for ～,phrase,求める との を求める,,～（助け・物）を求める ～（人）との（面会・話すこと）を求める,0.6299999999999999,,sokujuku,0
be convinced that ... 〔of ～〕,phrase,...であると 確信している,,...であると〔～を〕確信している,0.6299999999999999,,sokujuku,0
come down to ～,phrase,要するに ということになる,,要するに～ということになる,0.6299999999999999,,passtan1,0
condescending,adjective,人を見下すような,,人を見下すような,0.6299999999999999,,eiken1,0
daunting,adjective,人の気力をくじく,,人の気力をくじく,0.6299999999999999,,eiken1,0
furtive,adjective,人目を盗んでの,,人目を盗んでの,0.6299999999999999,,eiken1,0
it appears (to ～) that ...,phrase,...のように見 える,,（Aには）...のように見〔思〕える,0.6299999999999999,,sokujuku,0
it is ～ that ...,phrase,...することは である,,...することは～である（形式主語のIt）,0.6299999999999999,,sokujuku,0
ostentatious,adjective,人目を引くための,,人目を引くための,0.6299999999999999,,eiken1,0
put on ～,phrase,かけ を身につける を増やす,,～（CDなど）をかけ ～（服など）を身につける ～（体重）を増やす,0.6299999999999999,,sokujuku,0
too ～ (for A) to do,phrase,...するには すぎる,,（Aが）...するには～すぎる,0.6299999999999999,,sokujuku,0
compute,verb,計算する,コンピューターを使う,（を）計算する / コンピューターを使う,0.6303,,target1900,1
deter,verb,抑止する,思いとどまらせる,抑止する / に思いとどまらせる,0.6303,,"teppeki,eiken1",1
specify,verb,特定する,具体的に述べる,～を特定する / を具体的に述べる,0.6303,,"teppeki,eiken1",1
subsidize,verb,支給する,補助金を与える,に補助金[助成金]を支給する / に補助金を与える,0.6303,,"passtan1,eiken1",1
dimension,noun,次元,寸法 / 側面 / 局面,側面，局面 / 次元 / 寸法 / 側面、要素、次元 / (問題などの)側面，要因，次元 (―s)寸法，大きさ / 局面、寸法、規模、次元,0.6503,,"target1900,systan,leap,passtan1,eiken1",14
principle,noun,主義,原理 / 原則 / 信条,主義、原理、信条 / 原則，原理 / 主義，信条 / 原理、原則 / 原理，原則 主義，信念 / (個人の)主義、信条、原則,0.6503,,"teppeki,target1900,systan,leap,passtan1",14
internal,adjective,内部の,国内の / 内側の / 内面の,"内面の, 内側の / 内部の（⇔ external ⇒ 989） / 国内の / 内面的な / 内部の、国内の / 内部の，体内の 国内の / 内部の、内側の、国内の",0.6503,,"teppeki,target1900,systan,leap,passtan1",11
vulnerable,adjective,傷つきやすい,弱い / もろい / 受けやすい,（～に対して）傷つきやすい、弱い(to) / （攻撃などに）弱い，もろい / 傷つきやすい / 受けやすい / 傷つきやすい，弱い (非難，攻撃を)受けやすい，(病気に)かかりやすい / かかりやすい,0.6503,,"teppeki,target1900,systan,leap,passtan1,eiken1",10
respect,verb,尊敬する,尊重する,"尊敬, 尊重, (in)点, 事項 / ～を尊敬する, 尊重する / を尊敬する / を尊重する / （人）を尊敬する （物）を尊重する （for ～）（～に対する）尊敬，尊重 （in ―）点",0.6503,,"teppeki,target1900,leap",9
bitter,adjective,苦い,つらい / 辛辣な / 怒りっぽい,苦い、つらい / 辛辣な / 怒りっぽい / 苦い、つらい、腹を立てた / 苦い，つらい 憤慨して,0.6503,,"teppeki,target1900,systan,leap",8
burden,noun,重荷,負担 / 義務 / 積み荷,"重荷, 負担 / 負担 / （重い）義務 / 積み荷 / 重荷 / 負担、重荷、荷物",0.6503,,"teppeki,target1900,systan,leap,passtan1",8
faith,noun,信頼,信仰 / 信念 / 信用,信頼、信仰、信念 / （～への）信頼（in） / 信仰（心） / 信頼 / （主に宗教上の）信仰 信頼 / 信仰(心)、信用,0.6503,,"teppeki,target1900,systan,leap,passtan1",8
organ,noun,器官,臓器 / オルガン / 組織,器官，臓器 / 組織 / （パイプ）オルガン / 臓器、器官 / 臓器，(動植物の)器官 (楽器)オルガン（ともに）,0.6503,,"target1900,systan,leap,passtan1",7
galaxy,noun,銀河,星雲,銀河、星雲 / 星雲，銀河 / 〔the G～〕銀河系 / 星雲 / 銀河,0.6503,,"teppeki,target1900,systan,leap",6
amend,verb,修正する,改正する,～を修正する、改正する / （憲法・法律など）を修正する / を改正する、を修正する / （法律など）を改正する,0.6503,,"teppeki,leap,passtan1,eiken1",5
dread,verb,恐れる,ひどく恐れる,～を恐れる / 恐怖 / をひどく恐れる / 恐れる / ～を恐れる 恐怖 / ひどく恐れる,0.6503,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
headquarters,noun,本部,本社,本部、本社 / 本社，本部 / 本社、(軍・警察・会社などの)本部,0.6503,,"systan,leap,passtan1",5
nuclear,adjective,核の,原子力の / 原子力利用の / 核エネルギーの,核の、原子力の / 原子力の，核の / 原子力利用の、核エネルギーの,0.6503,,"teppeki,target1900,systan,leap,passtan1",5
wheel,noun,車輪,ハンドル,車輪 / (車の)ハンドル / 車輪、ハンドル / 車輪 （the ―）ハンドル （車輪のついたもの）を動かす,0.6503,,"teppeki,systan,leap",4
mammal,noun,哺乳類,哺乳動物,哺乳類 / 哺乳動物 / 哺乳動物，哺乳類,0.6503,,"teppeki,target1900,systan,leap,passtan1",3
weapon,noun,武器,兵器,武器 / 兵器，武器（≒ arms） / 兵器,0.6503,,"teppeki,target1900,systan,passtan1",3
geography,noun,地理学,〕地理,地理学 / 〔the ～〕地理 / 地理,0.6503,,"teppeki,target1900,systan,leap,eiken1",2
intermediate,adjective,中級の,中間の,中級の / 中間の / （授業・教材が）中級の 中間の,0.6503,,"target1900,leap,passtan1",2
medicine,noun,薬,医学,薬 / 医学 / （for ～）（～の）薬 医学（＝medical science）,0.6503,,"teppeki,target1900,leap",2
rational,adjective,合理的な,理性的な,合理的な / 理性的な,0.6503,,"teppeki,target1900,systan,leap,eiken1",1
ingredient,noun,成分,材料 / 要因 / 食材,食材、成分 / 材料，成分 / （成功の）要因 / 材料 / （料理などの）材料 （何かを達成するための）要因 成分,0.6503000000000002,,"teppeki,target1900,systan,leap,passtan1",6
satisfy,verb,満足させる,満たす,～を満足させる / を満足させる / （条件など）を満たす / ～を満たす / ～を満足させる （必要性，空腹など）を満たす,0.6506000000000001,,"teppeki,target1900,systan,leap",5
surplus,noun,余剰,黒字 / 過剰 / 余剰金,余剰（⇔ shortage 不足），過剰 / 黒字 / 余剰 / 余剰 （会計・財政）余剰金，黒字,0.6506000000000001,,"target1900,systan,leap,passtan1,eiken1",5
bill,noun,請求書,法案 / 勘定書 / 紙幣,請求書 / 紙幣 / 法案 / 【英】勘定書（≒ 【米】check） / 勘定 請求書 〈米〉紙幣 法案,0.6506000000000001,,"teppeki,target1900,leap,passtan1",4
detail,noun,詳細,細部,(in)詳細 / 〔～s〕詳細（な情報），細部 / 細部 / 詳細 （建物などの）細部,0.6506000000000001,,"teppeki,target1900,systan,leap",4
authority,noun,権威,当局 / 権限 / 権力,権威、権力、権限 / 当局 / 〔通例 the ～ties〕（関係）当局 / 権威 / 権限 / 権威 権力 （―ies）当局,0.6509,,"teppeki,target1900,leap,passtan1",7
institution,noun,機関,制度 / 協会 / 施設,機関 / 協会 / 施設 / 制度 / 機関、制度 / （大学，病院などの）機関 （結婚などの）制度,0.6509,,"target1900,systan,leap,passtan1",7
cling,verb,固執する,しがみつく / くっつく,"（～に)しがみつく, 固執する(to～) / しがみつく / くっつく / 固執する / （to ～）（～に）固執する，しがみつく",0.6597000000000001,,"teppeki,target1900,systan,leap",6
sue,verb,告訴する,訴訟を起こす / 訴える,～を告訴する / を告訴する / （～を求めて）訴訟を起こす（for） / 訴える / ～を訴える / 訴訟を起こす,0.6606000000000001,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
startle,verb,驚かせる,びっくりさせる,～をびっくりさせる / をびっくりさせる（≒ surprise） / 驚かせる / ～を驚かせる,0.6694,,"teppeki,target1900,systan,leap",3
hostage,noun,人質,捕虜,捕虜 / 人質,0.6697,,"teppeki,leap,eiken1",1
in the long run,noun,結局は,長い目で見れば,長い目で見れば、結局は,0.6697,,"teppeki,sokujuku",1
bet,verb,きっと だと思う,賭ける / 確信する / 断言する,～を賭ける / きっと…だと思う / と確信する，断言する / （金などを）かける / きっと～だと思う / （that SV）きっと～だと思う ～を賭ける,0.6697000000000001,,"teppeki,target1900,systan,leap",6
unfamiliar,noun,不慣れな,知られていない,（～に）不慣れな（with） / （～に）（よく）知られていない（to）,0.6703000000000001,,"target1900,passtan1",1
artificial,adjective,人工の,不自然な / 人工 / 人工的な,人工の / 人工の（⇔ natural 自然の） / 不自然な / 人工 / 人工的な,0.6706,,"teppeki,target1900,systan,leap,passtan1",4
dump,verb,投棄する,どさっと落とす / 捨てる,を投棄する / をどさっと落とす / 捨てる,0.6803,,"target1900,systan,passtan1",2
possibly,adverb,ひょっとすると,いったい / 絶対に / どうしても,ことによると / いったい / 絶対に(…ない) / ひょっとすると、どうしてもVできない / ひょっとすると （cannot ―）どうしても（～できない）,0.6894000000000001,,"teppeki,systan,leap",5
clear out ～,phrase,空にする,の中身を出してきれいに片付ける,～の中身を出してきれいに片付ける、～を空にする,0.6896999999999999,,passtan1,1
disconnect,verb,の接続を断つ,のインターネットへの接続を切る,(人)のインターネットへの接続を切る、の接続を断つ,0.6896999999999999,,passtan1,1
plug,verb,ふさぐ,〕のプラグを電源に差し込む,〔plug inで〕のプラグを電源に差し込む / を（～で）ふさぐ（with）,0.6896999999999999,,target1900,1
break into ～,phrase,押し入る,急に し始める,急に～し始める ～に押し入る,0.6896999999999999,,sokujuku,0
by hand,noun,手書きで,人の手で,（機械でなく）人の手で 手書きで,0.6896999999999999,,sokujuku,0
dwell on 〔upon〕 ～,phrase,話す,のことをくよくよ考える,～のことをくよくよ考える 話す,0.6896999999999999,,sokujuku,0
either A or B,noun,または,か のどちらか,AかBのどちらか AまたはB,0.6896999999999999,,sokujuku,0
forgive A for B,phrase,大目に見る,関して を許す,B（過ちや罪など）に関してAを許す 大目に見る,0.6896999999999999,,sokujuku,0
have ～ in common (with ...),phrase,共有している,共通の を持つ,（...と）共通の～を持つ （...と）～を共有している,0.6896999999999999,,sokujuku,0
in public,noun,公然と,人前で,人前で 公然と,0.6896999999999999,,sokujuku,0
in that ...,noun,...だから,...という点において,...という点において ...だから,0.6896999999999999,,sokujuku,0
interpersonal,noun,関係の,人間,人間[対人]関係の,0.6896999999999999,,passtan1,0
keep pace with ～,phrase,ついていく,遅れをとらないようにする,～に遅れをとらないようにする ～についていく,0.6896999999999999,,sokujuku,0
look ～ in the eye 〔face〕,phrase,直視する,の目 をまっすぐ見る,～の目〔顔〕をまっすぐ見る ～を直視する,0.6896999999999999,,sokujuku,0
owe A to B,phrase,に借りている,は のおかげである,AはBのおかげである AをBに借りている,0.6896999999999999,,sokujuku,0
take 〔have〕 pity on ～,phrase,情けをかける,かわいそうに思って手を貸す,～をかわいそうに思って手を貸す ～に情けをかける,0.6896999999999999,,sokujuku,0
irritate,verb,いらいらさせる,苛立たせる / いらだたせる / ひりひりさせる,苛立たせる / をいらいらさせる / をひりひりさせる / ～をいらだたせる / （長期にわたって）～をいらいらさせる,0.6897,,"teppeki,target1900,systan,leap",4
numerous,adjective,非常に数の多い,無数の / たくさんの / 多くの,無数の / 非常に数の多い / たくさんの / 多くの,0.6897,,"teppeki,target1900,systan,leap,passtan1",3
A is not ～ any more than B is ...,noun,...でないのと同様に は ない,,Bが...でないのと同様にAは～ない,0.69,,sokujuku,0
be busy ...ing 〔with ～〕,noun,...するのに 忙しい,,...するのに〔～に〕忙しい,0.69,,sokujuku,0
cannot do too ～,noun,いくら してもしすぎることはない,,いくら～してもしすぎることはない,0.69,,sokujuku,0
How come ...?,noun,どうして ...なのか。,,どうして〔なぜ〕...なのか。,0.69,,sokujuku,0
if ... at all,noun,いやしくも ...したなら,,いやしくも〔仮にも〕...したなら,0.69,,sokujuku,0
magnetism,noun,人を引き付ける力,,人を引き付ける力,0.69,,eiken1,0
might as well ～ as ...,noun,...するくらいなら する方がましだ,,...するくらいなら～する方がましだ,0.69,,sokujuku,0
no matter what (may) ...,noun,たとえ何が ...しようと,,たとえ何が〔を〕...しようと,0.69,,sokujuku,0
not all ～,noun,すべての が...であるわけではない,,すべての～が...であるわけではない,0.69,,sokujuku,0
S wish ...,noun,...であれば よいのに,,...であれば〔あったら〕よいのに,0.69,,sokujuku,0
That 〔This〕 is why ...,noun,そういう わけで...,,そういう〔こういう〕わけで...,0.69,,sokujuku,0
whatever (may) ...,noun,たとえ何が ...しようと,,たとえ何が〔を〕...しようと,0.69,,sokujuku,0
where to do,noun,どこで ...すべきか,,どこで〔に〕...すべきか,0.69,,sokujuku,0
would rather ～ than ...,noun,...するよりむしろ したい,,...するよりむしろ～したい,0.69,,sokujuku,0
比較級＋than any other ～,noun,他のどの よりも...,,他のどの～よりも...,0.69,,sokujuku,0
aid,noun,援助,救援物資 不可算,を援助する，助ける（≒ help） / 援助，救援物資〈不可算〉,0.6902999999999999,,"target1900,leap,passtan1",3
haste,noun,急ぐこと,急ぐこと 不可算,急ぐこと / 急ぐこと〈不可算〉,0.6902999999999999,,"systan,leap",1
man-made,noun,合成の,人工の,(物質などが)合成の、人工の,0.6902999999999999,,passtan1,1
"one ～, the other ...",noun,一方は,もう一方 は...,一方は～，もう一方〔残り〕は...,0.6902999999999999,,sokujuku,1
blame A for B,phrase,のせいにする,のことで を非難する,BをAのせいにする BのことでAを非難する,0.6902999999999999,,sokujuku,0
give A credit for B,phrase,の功績とする,の を正しく評価する,BをAの功績とする AのBを正しく評価する,0.6902999999999999,,sokujuku,0
stun,verb,びっくりさせる,茫然とさせる / 気絶させる / ぼう然とさせる,～をびっくりさせる、茫然とさせる / びっくりさせる / ～を気絶させる ～をぼう然とさせる,0.6903000000000001,,"teppeki,systan,leap",3
offspring,noun,子,子孫 / 成果,子、子孫 / 子孫，子 / 成果 / 子孫 / （集合的に）（人間・動物の）子，子孫 / （人・動物の）子,0.7002999999999999,,"teppeki,target1900,systan,leap,eiken1",8
effect,noun,効果,影響 / 結果,効果、影響 / 影響，効果 / 結果 / 効果、影響、結果,0.7002999999999999,,"teppeki,target1900,systan,leap",7
impact,noun,影響,衝撃 / 衝突,（～に対する）影響、衝撃（on～） / 影響 / （激しい）衝突 / 衝撃（力） / 影響、衝撃 / （on ～）（～への）影響 （物体間の）衝撃 （on ～）（～に）影響を及ぼす,0.7002999999999999,,"teppeki,target1900,systan,leap",7
advent,noun,出現,到来 / キリストの降臨,出現、到来 / 〔the ～〕出現，到来 / 到来 （the A―）キリストの降臨 / 出現,0.7002999999999999,,"teppeki,target1900,systan,leap,eiken1",5
legal,adjective,合法の,法律の / 法的な,合法の、法律の / 法律の / 合法の（⇔ illegal 違法の） / 合法の 法律の，法的な,0.7002999999999999,,"teppeki,target1900,systan,leap",5
sincere,adjective,心からの,誠実な / 偽りのない,心からの、誠実な / 心からの / 誠実な / （心から）誠実な （言動が）心からの，偽りのない,0.7002999999999999,,"teppeki,target1900,systan,leap,eiken1",5
audience,noun,聴衆,観客 / 視聴者,聴衆、観客 / 〔集合的に〕聴衆，観客 / 視聴者,0.7002999999999999,,"teppeki,target1900,systan,leap",4
spontaneous,adjective,自発的な,自然発生的な / 自然に起こる,"自発的な, 自然発生的な / 自然発生的な / 自発的な / 自然に起こる",0.7002999999999999,,"teppeki,target1900,systan,leap,passtan1,eiken1",4
halt,verb,止める,止まる / 停止する,～を停止する / 停止 / を止める / 止まる / 止める / ～を止める 止まる 停止,0.7003000000000001,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
donate,verb,寄付する,提供する / 贈与する,～を(…に)寄付する、贈与する(to …) / を寄付する / （臓器・血液）を提供する / 提供する / ～を寄付する (臓器など)を提供する,0.7009,,"teppeki,target1900,systan,leap,passtan1",5
enclose,verb,同封する,囲む / 取り囲む / 閉じ込める,"～を囲む, 同封する / を同封する / を取り囲む / 囲む / ～を同封する ～を囲む，閉じ込める",0.7097000000000001,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
provide,verb,供給する,与える,"～を(あらかじめ)供給する, 与える / ～を供給する、与える / （A with B）（AにB）を供給する，与える",0.7102999999999999,,"teppeki,systan,leap",5
landmark,noun,目印,画期的な出来事 / 名所,（ある場所の）目印 / 画期的な出来事 / 名所 / 目印，名所 画期的な出来事,0.7202999999999999,,"target1900,systan,leap,passtan1",4
undermine,verb,弱める,阻害する / 弱体化する / 侵食する,～を阻害する、弱体化する / を徐々にむしばむ / を侵食する / 弱める / ～を弱める，揺るがす / を徐々に弱める,0.7488,,"teppeki,target1900,systan,leap,eiken1",7
induce,verb,引き起こす,誘発する / 説得する / 誘う,～を誘発する、を(…)する気にさせる(to do) / を引き起こす / を説得する / 誘う / ～を引き起こす ((人)to do)(人)に～するよう説得する / を仕向ける,0.7494000000000001,,"teppeki,target1900,systan,leap,eiken1",6
indulge,verb,ふける,没頭する / 没頭させる / 甘やかす,～を没頭させる、甘やかす (～に)没頭する、耽る(in～) / ふける / (in ～)(～に)ふける ～を思いのままにさせる / 気ままにさせる,0.7494000000000001,,"teppeki,systan,leap,eiken1",5
possess,verb,所有している,所有する / 取り憑く / 持っている,"～を所有する, ～に取り憑く / を所有している / の心をとらえる / ～を持っている / ～を所有している",0.7494000000000001,,"teppeki,target1900,systan,leap",5
thrill,verb,させる,わくわくする / ぞくぞく / わくわく,～をわくわくさせる / 興奮 / をぞくぞくさせる / わくわくする / ～をぞくぞく［わくわく］させる スリル / をわくわく[ぞくぞく]させる,0.7494000000000001,,"teppeki,target1900,leap,passtan1",5
linger,verb,残る,ぐずぐずする / 残存する / 長居する,(立ち去らずに)ぐずぐずする、残存する / 残る / (いつまでも)残る (on)長居する / ぶらぶらする,0.7494000000000001,,"teppeki,systan,leap,eiken1",4
spin,verb,紡ぐ,回転する / 回転させる / ぐるぐる回る,回転する / を回転させる / （糸）を紡ぐ / ぐるぐる回る ～を回す ～を紡ぐ,0.7494000000000001,,"target1900,leap",3
measure,verb,測る,測定する / 評価する / の寸法がある,～を測定する / (測定の)基準、手段、程度 / を測る / を（比較して）評価する / ～を測る ～の寸法がある （―s）手段 / 措置、程度、基準,0.7497,,"teppeki,target1900,leap,passtan1",9
handle,verb,扱う,処理する / 対処する / 論じる,を処理する，扱う / を論じる / を商う / ～に対処する / ～を扱う （手で）～を扱う，触れる 取っ手,0.7497,,"target1900,systan,leap",6
behave,verb,ふるまう,行動する / 作動する / 振る舞う,行動する、ふるまう / 振る舞う / 作動する / ふるまう,0.7497,,"teppeki,target1900,leap",4
prolong,verb,長引かせる,延長する / 長くする / 延ばす,～(時間)を延長する / を長引かせる / 延ばす / （時間・期間・感情など）を長引かせる / 長くする,0.7497,,"teppeki,target1900,systan,leap,eiken1",4
seek,verb,求める,要請する / 探し求める / 追い求める,～を探し求める / を追い求める / （助けなど）を要請する / ～を求める / ～を求める （to do）～しようと努める,0.7497,,"teppeki,target1900,systan,leap",4
operate,verb,手術する,操作する / 機能する / 作動する,作動・作用する / (～に)手術する(on～) / ～を操作する / を操作する / 機能する / 手術する / 作動する、～を操作する、手術する / （機械など）を操作する 手術する （機械などが）作動する，（組織が）運営される,0.7502999999999997,,"teppeki,target1900,systan,leap,passtan1",10
enterprise,noun,事業,企業 / 企て / 企画,"企て, 事業, 企業 / 企業，事業 / 企画 / 進取の気性 / 企業 (冒険的な)事業 / 事業、企業",0.7502999999999997,,"teppeki,target1900,systan,leap,passtan1",9
assess,verb,査定する,評価する,～を査定する / を評価する / を査定する / 評価する / ～を評価する，査定する / を査定する、を評価する,0.7503,,"teppeki,target1900,systan,leap,passtan1",7
fee,noun,謝礼,料金,(専門家への)謝礼 / 料金 / 謝礼 / 謝礼、料金 / （会費，遊園地などの）料金 （専門職への）謝礼,0.7503,,"teppeki,target1900,systan,leap",6
metaphor,noun,比喩,隠喩,"比喩, 隠喩 / 隠喩 / 比喩 / 隠喩，比喩",0.7503,,"teppeki,target1900,systan,leap,eiken1",5
search,verb,捜す,捜索する / の中を探す / 詳しく調べる,"(…を求めて)～の中を探す(for…) / 探求, 探索 / 捜す / を捜索する / を詳しく調べる / ～を捜す / （A for B)（B（物）を求めてA（場所））を捜す 捜索，調査",0.7503000000000001,,"teppeki,target1900,systan,leap",8
praise,verb,ほめる,賞賛する / 賛美する / 褒める,賞賛 / ほめる / を（～のことで）賞賛する（for） / 賛美する / ～をほめる / （A for B）（A）を（B のことで）褒める，称える 賞賛,0.7503000000000001,,"teppeki,target1900,systan,leap",6
accomplish,verb,成し遂げる,完成する / やりとげる / やり遂げる,"～を成し遂げる, 完成する / を成し遂げる / ～をやりとげる / ～をやり遂げる",0.7503000000000001,,"teppeki,target1900,systan,leap",4
crush,verb,押しつぶす,弾圧する / 潰す / 絞り出す,～を潰す ★「ぐしゃっ」と潰す / を押しつぶす / を弾圧する / を絞り出す / 押しつぶす,0.7503000000000001,,"teppeki,target1900,systan",4
last,verb,続く,長持ちする / 持続する / 持ちこたえる,（時間的に）続く （服などが）長持ちする （the last ～）この前の～，最後の～ もっとも～でない （at ―）ついに / 続く、持続する、(天候・体力・食品などが)持ちこたえる,0.7503000000000001,,"leap,passtan1",4
weigh,verb,の重さがある,比較検討する / 検討する / よく考える,～の重さがある、～を比較検討する、よく考える / ～の重さがある ～の重さを量る ～を（比較）検討する,0.7503000000000001,,"systan,leap",3
facility,noun,施設,設備 / 能力 / 機能,施設、設備 / 能力、容易さ / 機能 / 才能 / 設備、施設 / 施設，設備 能力，器用さ,0.7503000000000002,,"teppeki,target1900,systan,leap,passtan1",10
witness,noun,証人,目撃者 / 証言 / 証拠,証人、目撃者 / 目撃する / 目撃者（≒ eyewitness） / 証人 / 証拠，証言 / 目撃者，証人 証言 ～を目撃する / 目撃者,0.7503000000000002,,"teppeki,target1900,systan,leap,passtan1",9
transmit,verb,送る,伝える / 伝達する / うつす,送る、伝える / を伝える / （電波・信号など）を送る / ～を送る、伝える / ～を送る，伝える (病気など)をうつす / を伝達する,0.7503000000000002,,"teppeki,target1900,systan,leap,passtan1,eiken1",8
awkward,adjective,気まずい,ぎこちない / 落ち着かない / 不器用な,落ち着かない、気まずい、不器用な、ぎこちない / 気まずい / ぎこちない / 厄介な / ぎこちない 気まずい 扱いにくい / ばつの悪い、気まずい、ぎこちない,0.7505999999999999,,"teppeki,target1900,systan,leap,passtan1,eiken1",10
overlook,verb,大目に見る,見落とす / 見渡す / 見逃す,"～を大目に見る, 許す, ～を見落とす / を見落とす / を大目に見る / を見渡す / ～を見落とす、～を見逃す / ～を(うっかり)見落とす (人の欠点やミスなど)を見逃す，大目に見る (場所が)～を見渡す / 大目に見る",0.7505999999999999,,"teppeki,target1900,systan,leap,passtan1,eiken1",10
urge,verb,せき立てる,強く主張する / 説得する / 促す,"～に(…するよう)せき立てる(to do) / 衝動, 欲望 / に（強く）促す / を強く主張する / を駆り立てる / ～に強く迫る、～を説得する / ～をせき立てる，～に強く勧める （何かがしたい）衝動 / に熱心に勧める",0.7506,,"teppeki,target1900,systan,leap,passtan1",10
tend,verb,傾向がある,世話する / しがちである / する傾向がある,(～する)傾向がある(to do) / 傾向がある / を世話する / ～する傾向がある、～しがちである / （to do）～する傾向にある,0.7506,,"teppeki,target1900,systan,leap",5
disturb,verb,妨げる,妨害する / 悩ませる / かき乱す,"～を妨げる, 悩ませる / をかき乱す / を妨害する / を動揺させる / ～を妨げる / （うるさくして）～に迷惑をかける （平和など）を乱す",0.7509,,"teppeki,target1900,systan,leap",6
animate,verb,活気づける,アニメ化する / 生命を与える / 生命を吹き込む,～を活気づける、に生命を与える / ～を活気づける ～をアニメ化する / に生命を吹き込む,0.7509,,"teppeki,leap,eiken1",3
spur,verb,駆り立てる,刺激する / 拍車をかける / 駆りたてる,～に拍車をかける、駆り立てる / 駆りたてる / ～を駆り立てる，促す 拍車，刺激，動機 / を刺激する,0.7512,,"teppeki,systan,leap,eiken1",7
wipe,verb,拭く,一掃する / 拭き取る / 消し去る,を拭く / を拭き取る / を消し去る / ～をふく / ～を拭く ～を一掃する，壊滅させる,0.7515000000000001,,"target1900,systan,leap",5
estimate,verb,推定する,見積もる / 評価する,～を見積もる / 見積もり / と推定する / を見積もる / を評価する / ～を推定する / ～を推定する，見積もる （for ～）（～の）見積もり / ～と推定する、を見積もる,0.7597,,"teppeki,target1900,systan,leap,passtan1",9
sustain,verb,維持する,支える / 持続させる,～を支える、維持する / を持続させる / を支える / ～を維持する / (生命など)を維持する，支える / を持続させる、を支える / を維持する,0.7597,,"teppeki,target1900,systan,leap,passtan1,eiken1",9
suspect,verb,疑う,はないかと思う / 気付く / 嫌疑をかける,"～を疑う, に気付く, 容疑者 / ではないかと思う / （人）を疑う / ～ではないかと思う、～を疑う / （that SV）～ではないかと思う ～に嫌疑をかける 容疑者",0.7706000000000001,,"teppeki,target1900,systan,leap,passtan1",7
bore,verb,退屈させる,うんざりさせる,～を退屈させる / （人）を退屈させる，うんざりさせる / ～をうんざりさせる / ～をうんざりさせる，退屈させる,0.7706000000000002,,"teppeki,target1900,systan,leap",5
interact,verb,相互に作用する,相互作用する / 影響し合う / 交流する,(～と)相互作用する、交流し合う(with) / 影響し合う / 相互に作用する / （with～）（～と）交流する、相互作用する,0.7891,,"teppeki,target1900,leap,passtan1,eiken1",5
tame,adjective,飼いならされた,飼いならす / 退屈な / 飼い慣らされた,飼いならす / 飼いならされた / 飼いならされた，人に慣れた / 退屈な / 飼い慣らされた，従順な ～を飼い慣らす / 飼い慣らされた,0.7897000000000001,,"teppeki,target1900,systan,leap,passtan1,eiken1",7
alarm,verb,ぎょっとさせる,おびえさせる,不安，恐れ / 警報装置 / ～をぎょっとさせる、おびえさせる / ～をぎょっとさせる 恐怖，不安,0.7903000000000001,,"target1900,systan,leap",6
susceptible,adjective,影響を受けやすい,感染しやすい / かかりやすい / こうむりがちである,(～の)影響を受けやすい、(を)こうむりがちである(to～) / （～の）影響を受けやすい（to） / 感染しやすい / かかりやすい / （to ～）（～の）影響を受けやすい,0.7909,,"teppeki,target1900,systan,leap,eiken1",5
aim,verb,狙う,目標とする / ねらう,"目標, 目的 / (～を)狙う, 目標とする(at～) / 目的，目標 / 狙い / ～をねらう / 狙う （―ed at ～）～向けだ 狙い，目的",0.8003,,"teppeki,target1900,systan,leap",9
decrease,verb,減らす,減少する / 減る,減る / 減らす / 減少 / 減少する（⇔ increase ⇒ 2） / を減らす,0.8003,,"teppeki,target1900",4
reflect,verb,反射する,反映する / 熟考する,"～を反射する, 反映する / (～を)熟考する(on～) / を反映する / （を）反射する / （を）熟考する / ～を反映する、～を反射する / ～を反射する ～を反映する （on ～）（～を）熟考する / を反映する、を反射する、熟考する",0.8003000000000001,,"teppeki,target1900,systan,leap,passtan1",11
poll,noun,投票,世論調査 / 投票所,投票 / 世論調査 / 投票（数） / 世論調査、投票 / （政治関連の）世論調査 投票 （票）を得る / 世論調査、投票(数)、投票所,0.8003000000000001,,"teppeki,target1900,systan,leap,passtan1",8
atmosphere,noun,大気,雰囲気 / ―）大気圏,大気 / 雰囲気 / 〔the ～〕大気 / 大気、雰囲気 / （the ―）大気 雰囲気 （the（Earth's）―）大気圏,0.8003000000000001,,"teppeki,target1900,systan,leap,passtan1",5
