id	word	answerJa	family	pos	unit	order
individual	individual	個人的な	individual	adjective	core	1722
inheritance	inheritance	継承	inherit	noun	core	1723
individualistic	individualistic	個性的な	individualistic	adjective	core	1724
initial	initial	イニシャル	initial	adjective	core	1725
individuality	individuality	個性	individual	noun	core	1726
initiate	initiate	始める	initiate	verb	core	1727
induce	induce	誘発する	induce	verb	core	1728
initiative	initiative	イニシアチブ	initiate	adjective	core	1729
inducement	inducement	誘導	induce	noun	core	1730
injure	injure	傷つける	injure	verb	core	1731
induction	induction	誘導	induction	noun	core	1732
injurious	injurious	有害な	injurious	adjective	core	1733
indulge	indulge	ふける	indulge	verb	core	1734
injury	injury	怪我	injury	noun	core	1735
indulgence	indulgence	贅沢	indulge	noun	core	1736
innate	innate	先天的な	innate	adjective	core	1737
innately	innately	先天的に	innate	adverb	core	1738
innocence	innocence	無実	innocence	noun	core	1739
innocent	innocent	無実の	innocent	adjective	core	1740
innocently	innocently	無邪気に	innocent	adverb	core	1741
innovate	innovate	革新する	innovate	verb	core	1742
innovation	innovation	イノベーション	innovate	noun	core	1743
innovative	innovative	革新的な	innovate	adjective	core	1744
innumerable	innumerable	無数の	innumerable	adjective	core	1745
inquire	inquire	問い合わせる	inquire	verb	core	1746
inquiry	inquiry	お問い合わせ	inquiry	other	core	1747
inquisitive	inquisitive	好奇心旺盛な	inquisitive	adjective	core	1748
insert	insert	挿入する	insert	verb	core	1749
insertion	insertion	挿入	insert	noun	core	1750
insight	insight	洞察力	insight	other	core	1751
insightful	insightful	洞察力に富んだ	insightful	adjective	core	1752
insist	insist	主張する	insist	verb	core	1753
insistence	insistence	主張	insist	noun	core	1754
insistent	insistent	しつこい	insist	adjective	core	1755
inspect	inspect	検査する	inspect	verb	core	1756
inspection	inspection	検査	inspect	noun	core	1757
inspector	inspector	検査官	inspect	other	core	1758
inspiration	inspiration	インスピレーション	inspire	noun	core	1759
inspire	inspire	インスピレーションを与える	inspire	verb	core	1760
inspired	inspired	インスピレーションを得た	inspired	other	core	1761
install	install	インストールする	install	verb	core	1762
installation	installation	インストール	installation	noun	core	1763
instead	instead	代わりに	instead	other	core	1764
instinct	instinct	本能	instinct	other	core	1765
instinctive	instinctive	本能的な	instinct	adjective	core	1766
institute	institute	研究所	institute	other	core	1767
institution	institution	機関	institute	noun	core	1768
instruct	instruct	指示する	instruct	verb	core	1769
instruction	instruction	指示	instruct	noun	core	1770
instructive	instructive	有益な	instruct	adjective	core	1771
instructor	instructor	インストラクター	instruct	other	core	1772
instrument	instrument	楽器	instrument	noun	core	1773
insult	insult	侮辱	insult	other	core	1774
insulting	insulting	侮辱的な	insulting	adjective	core	1775
insurance	insurance	保険	insure	noun	core	1776
insure	insure	保険をかける	insure	verb	core	1777
intake	intake	摂取量	intake	other	core	1778
integrate	integrate	統合する	integrate	verb	core	1779
integrated	integrated	統合された	integrated	verb	core	1780
integration	integration	統合	integrate	noun	core	1781
intellect	intellect	知性	intellect	noun	core	1782
intellectual	intellectual	知的	intellectual	adjective	core	1783
intelligence	intelligence	知性	intelligence	noun	core	1784
intelligent	intelligent	インテリジェントな	intelligent	adjective	core	1785
intelligible	intelligible	わかりやすい	intelligible	adjective	core	1786
intend	intend	意図する	intend	verb	core	1787
intense	intense	激しい	intense	adjective	core	1788
intensity	intensity	強度	intense	noun	core	1789
intensify	intensify	強化する	intensify	verb	core	1790
intensive	intensive	集中的な	intense	adjective	core	1791
intention	intention	意図	intention	noun	core	1792
intentional	intentional	意図的な	intention	adjective	core	1793
interact	interact	対話する	interact	verb	core	1794
interaction	interaction	インタラクション	interact	noun	core	1795
interest	interest	興味	interest	other	core	1796
interested	interested	興味がある	interested	verb	core	1797
interesting	interesting	興味深い	interesting	other	core	1798
interfere	interfere	干渉する	interfere	verb	core	1799
interference	interference	干渉	interfere	noun	core	1800
interior	interior	インテリア	interior	other	core	1801
intermediate	intermediate	中間	intermediate	other	core	1802
internal	internal	内部	internal	adjective	core	1803
internally	internally	内部的に	internal	adverb	core	1804
interpret	interpret	解釈する	interpret	verb	core	1805
interpretation	interpretation	解釈	interpretation	noun	core	1806
interpreter	interpreter	通訳	interpret	other	core	1807
interrupt	interrupt	中断	interrupt	other	core	1808
interruption	interruption	中断	interrupt	noun	core	1809
intervene	intervene	介入する	intervene	verb	core	1810
intervention	intervention	介入	intervention	noun	core	1811
intimacy	intimacy	親密さ	intimacy	noun	core	1812
intimate	intimate	親密な	intimate	adjective	core	1813
intricate	intricate	複雑な	intricate	adjective	core	1814
intrigue	intrigue	陰謀	intrigue	other	core	1815
intriguing	intriguing	興味深い	intriguing	other	core	1816
intrude	intrude	侵入する	intrude	verb	core	1817
intrusion	intrusion	侵入	intrude	noun	core	1818
intuition	intuition	直感	intuition	noun	core	1819
intuitive	intuitive	直感的な	intuitive	adjective	core	1820
invade	invade	侵入する	invade	verb	core	1821
invader	invader	侵略者	invade	noun	core	1822
invaluable	invaluable	貴重な	invaluable	adjective	core	1823
invasion	invasion	侵略	invade	noun	core	1824
invest	invest	投資する	invest	verb	core	1825
investigate	investigate	調査する	investigate	verb	core	1826
investigation	investigation	調査	investigate	noun	core	1827
investigator	investigator	捜査官	investigate	noun	core	1828
investment	investment	投資	invest	noun	core	1829
investor	investor	投資家	invest	noun	core	1830
involuntary	involuntary	不本意な	involuntary	adjective	core	1831
involve	involve	関与する	involve	verb	core	1832
involvement	involvement	関与	involve	noun	core	1833
ironical	ironical	皮肉な	ironical	adjective	core	1834
irony	irony	皮肉	irony	noun	core	1835
irrelevance	irrelevance	無関係	irrelevance	noun	core	1836
irrelevant	irrelevant	無関係な	irrelevant	adjective	core	1837
irrigate	irrigate	灌漑する	irrigate	verb	core	1838
irrigation	irrigation	灌漑	irrigate	noun	core	1839
irritate	irritate	イライラする	irritate	verb	core	1840
irritating	irritating	イライラする	irritating	verb	core	1841
irritation	irritation	刺激	irritate	noun	core	1842
isolate	isolate	隔離する	isolate	verb	core	1843
isolated	isolated	孤立した	isolated	other	core	1844
isolation	isolation	隔離	isolate	noun	core	1845
issue	issue	問題	issue	other	core	1846
jealous	jealous	嫉妬深い	jealous	adjective	core	1847
jealousy	jealousy	嫉妬	jealousy	other	core	1848
joint	joint	ジョイント	joint	other	core	1849
judge	judge	裁判官	judge	other	core	1850
judgment	judgment	判断	judgment	noun	core	1851
juror	juror	陪審員	juror	noun	core	1852
jury	jury	陪審員	jury	noun	core	1853
justice	justice	正義	justice	other	core	1854
justifiable	justifiable	正当な	justifiable	adjective	core	1855
justification	justification	正当化	justification	noun	core	1856
justify	justify	正当化する	justify	verb	core	1857
juvenile	juvenile	少年	juvenile	other	core	1858
keen	keen	鋭い	keen	verb	core	1859
keenly	keenly	鋭く	keen	adverb	core	1860
kneel	kneel	ひざまずく	kneel	verb	core	1861
knit	knit	ニット	knit	other	core	1862
knot	knot	結び目	knot	other	core	1863
laboratory	laboratory	研究室	laboratory	noun	core	1864
lag	lag	ラグ	lag	other	core	1865
lament	lament	嘆く	lament	noun	core	1866
lamentable	lamentable	嘆かわしい	lament	adjective	core	1867
landmark	landmark	ランドマーク	landmark	other	core	1868
massive	massive	巨大な	mass	adjective	core	1869
landscape	landscape	風景	landscape	other	core	1870
live	live	生きる	live	adjective	core	1871
load	load	負荷をかける	load	verb	core	1872
masterpiece	masterpiece	傑作	masterpiece	other	core	1873
latter	latter	後者	latter	noun	core	1874
match	match	一致	match	other	core	1875
launch	launch	打ち上げ	launch	other	core	1876
loan	loan	ローン	loan	other	core	1877
material	material	素材	material	adjective	core	1878
launder	launder	洗濯する	launder	verb	core	1879
laundry	laundry	洗濯物	laundry	noun	core	1880
locate	locate	見つける	locate	verb	core	1881
location	location	場所	locate	noun	core	1882
materialism	materialism	唯物論	material	noun	core	1883
law-abiding	law-abiding	法を守る	law-abiding	adjective	core	1884
log	log	ログ	log	noun	core	1885
matter	matter	問題	matter	noun	core	1886
lawyer	lawyer	弁護士	lawyer	noun	core	1887
logical	logical	論理的な	logical	adjective	core	1888
maturity	maturity	成熟度	maturity	noun	core	1889
layer	layer	レイヤー	layer	noun	core	1890
long-term	long-term	長期的な	long-term	adjective	core	1891
maximize	maximize	最大化する	maximize	verb	core	1892
league	league	リーグ	league	noun	core	1893
loyal	loyal	忠実な	loyal	adjective	core	1894
maximum	maximum	最大値	maximum	noun	core	1895
leak	leak	漏れ	leak	noun	core	1896
loyalty	loyalty	忠誠心	loyalty	noun	core	1897
meaningful	meaningful	意味のある	meaningful	adjective	core	1898
lean	lean	痩せた	lean	noun	core	1899
lure	lure	ルアー	lure	noun	core	1900
meaningless	meaningless	意味のない	meaningless	adjective	core	1901
luxurious	luxurious	豪華な	luxurious	adjective	core	1902
means	means	意味	means	verb	core	1903
leap	leap	跳躍	leap	noun	core	1904
legacy	legacy	レガシー	legacy	noun	core	1905
luxury	luxury	豪華な	luxury	adjective	core	1906
meanwhile	meanwhile	その間	meanwhile	noun	core	1907
legal	legal	法的	legal	adjective	core	1908
mechanic	mechanic	メカニック	mechanic	adjective	core	1909
legality	legality	合法性	legal	noun	core	1910
mechanical	mechanical	機械的	mechanic	adjective	core	1911
legislation	legislation	法律	legislation	noun	core	1912
magnify	magnify	拡大する	magnify	verb	core	1913
mechanics	mechanics	力学	mechanics	noun	core	1914
magnificence	magnificence	素晴らしさ	magnificence	noun	core	1915
mechanism	mechanism	仕組み	mechanism	noun	core	1916
legislative	legislative	立法的な	legislative	adjective	core	1917
magnificent	magnificent	素晴らしい	magnificent	adjective	core	1918
medical	medical	医療	medical	adjective	core	1919
legitimacy	legitimacy	正当性	legitimacy	noun	core	1920
maintain	maintain	維持する	maintain	verb	core	1921
medicine	medicine	薬	medicine	other	core	1922
legitimate	legitimate	合法的な	legitimate	adjective	core	1923
maintenance	maintenance	メンテナンス	maintenance	noun	core	1924
medieval	medieval	中世の	medieval	adjective	core	1925
lend	lend	貸す	lend	verb	core	1926
major	major	メジャー	major	other	core	1927
meditate	meditate	瞑想する	meditate	verb	core	1928
lessen	lessen	減らす	lessen	verb	core	1929
majority	majority	大多数	major	noun	core	1930
meditation	meditation	瞑想	meditate	noun	core	1931
liability	liability	責任	liability	noun	core	1932
male	male	男性	male	other	core	1933
medium	medium	中程度	medium	other	core	1934
liable	liable	責任がある	liable	adjective	core	1935
malnutrition	malnutrition	栄養失調	malnutrition	noun	core	1936
melancholy	melancholy	憂鬱な	melancholy	adverb	core	1937
liberal	liberal	リベラルな	liberal	adjective	core	1938
mammal	mammal	哺乳類	mammal	adjective	core	1939
melt	melt	溶ける	melt	verb	core	1940
liberate	liberate	解放する	liberate	verb	core	1941
mammalian	mammalian	哺乳類	mammalian	other	core	1942
memorize	memorize	暗記する	memorize	verb	core	1943
liberty	liberty	自由	liberty	noun	core	1944
manage	manage	管理する	manage	verb	core	1945
memory	memory	記憶	memory	noun	core	1946
librarian	librarian	図書館員	librarian	noun	core	1947
management	management	管理	manage	noun	core	1948
mend	mend	直す	mend	verb	core	1949
license	license	ライセンス	license	other	core	1950
manager	manager	マネージャー	manage	other	core	1951
mental	mental	精神的な	mental	adjective	core	1952
likelihood	likelihood	可能性	likelihood	noun	core	1953
manipulate	manipulate	操作する	manipulate	verb	core	1954
mentality	mentality	精神性	mental	noun	core	1955
likely	likely	おそらく	likely	verb	core	1956
manipulation	manipulation	操作	manipulate	noun	core	1957
mention	mention	言及	mention	noun	core	1958
likewise	likewise	同様に	likewise	adverb	core	1959
mankind	mankind	人類	mankind	noun	core	1960
merchandise	merchandise	商品	merchandise	verb	core	1961
limb	limb	手足	limb	noun	core	1962
manner	manner	マナー	manner	noun	core	1963
merchandising	merchandising	マーチャンダイジング	merchandising	verb	core	1964
limit	limit	限界	limit	noun	core	1965
manual	manual	マニュアル	manual	adjective	core	1966
merchant	merchant	商人	merchant	adjective	core	1967
limitation	limitation	制限	limitation	noun	core	1968
manufacture	manufacture	製造	manufacture	noun	core	1969
merciful	merciful	慈悲深い	merciful	adjective	core	1970
linguist	linguist	言語学者	linguist	noun	core	1971
mercury	mercury	水銀	mercury	noun	core	1972
linguistic	linguistic	言語的な	linguistic	adjective	core	1973
manuscript	manuscript	原稿	manuscript	noun	core	1974
mercy	mercy	慈悲	mercy	noun	core	1975
linguistics	linguistics	言語学	linguistics	noun	core	1976
margin	margin	マージン	margin	noun	core	1977
mere	mere	ただの	mere	adjective	core	1978
liquid	liquid	液体	liquid	noun	core	1979
marginal	marginal	限界的な	margin	adjective	core	1980
merely	merely	ただ	mere	adverb	core	1981
literal	literal	文字通りの	literal	adjective	core	1982
marine	marine	海洋	marine	other	core	1983
merge	merge	マージ	merge	other	core	1984
literally	literally	文字通り	literal	adverb	core	1985
marvel	marvel	驚異	marvel	other	core	1986
merger	merger	合併	merge	other	core	1987
literary	literary	文学的な	literary	adjective	core	1988
marvelous	marvelous	素晴らしい	marvel	adjective	core	1989
merit	merit	メリット	merit	other	core	1990
literate	literate	読み書きできる	literate	verb	core	1991
masculine	masculine	男性的な	masculine	adjective	core	1992
literature	literature	文学	literature	other	core	1993
masculinity	masculinity	男らしさ	masculine	noun	core	1994
meritocracy	meritocracy	実力主義	meritocracy	noun	core	1995
litter	litter	ゴミ	litter	other	core	1996
mass	mass	質量	mass	other	core	1997
mess	mess	混乱	mess	other	core	1998
metaphor	metaphor	比喩	metaphor	other	core	1999
method	method	方法	method	other	core	2000
moisturize	moisturize	保湿する	moisturize	verb	core	2001
mold	mold	金型	mold	other	core	2002
nationalize	nationalize	国有化する	nationalize	verb	core	2003
methodical	methodical	几帳面な	methodical	adjective	core	2004
molecular	molecular	分子	molecular	other	core	2005
native	native	ネイティブ	native	adjective	core	2006
metropolis	metropolis	大都市	metropolis	other	core	2007
molecule	molecule	分子	molecule	other	core	2008
naughty	naughty	いたずらな	naughty	noun	core	2009
metropolitan	metropolitan	大都市圏	metropolitan	other	core	2010
navigate	navigate	ナビゲートする	navigate	verb	core	2011
microbe	microbe	微生物	microbe	other	core	2012
monarch	monarch	君主	monarch	other	core	2013
navigation	navigation	ナビゲーション	navigate	noun	core	2014
microbial	microbial	微生物	microbe	adjective	core	2015
monarchy	monarchy	君主制	monarchy	other	core	2016
navigator	navigator	ナビゲーター	navigate	other	core	2017
migrant	migrant	移民	migrant	adjective	core	2018
monetary	monetary	金銭的な	monetary	adjective	core	2019
monitor	monitor	モニター	monitor	other	core	2020
neat	neat	きちんとした	neat	noun	core	2021
migrate	migrate	移行する	migrate	verb	core	2022
monk	monk	僧侶	monk	noun	core	2023
necessarily	necessarily	必然的に	necessarily	adverb	core	2024
migration	migration	移住	migrate	noun	core	2025
monopoly	monopoly	独占	monopoly	adverb	core	2026
necessary	necessary	必要な	necessary	adjective	core	2027
migratory	migratory	渡り鳥	migrate	adjective	core	2028
necessity	necessity	必要性	necessity	noun	core	2029
mild	mild	穏やかな	mild	adjective	core	2030
monotonous	monotonous	単調な	monotonous	adjective	core	2031
negative	negative	否定的な	negative	adjective	core	2032
military	military	軍事	military	adjective	core	2033
monotony	monotony	単調	monotony	noun	core	2034
neglect	neglect	無視する	neglect	verb	core	2035
mill	mill	ミル	mill	noun	core	2036
monument	monument	記念碑	monument	noun	core	2037
negligence	negligence	過失	negligence	noun	core	2038
millennium	millennium	ミレニアム	millennium	noun	core	2039
monumental	monumental	記念碑的な	monument	adjective	core	2040
negligent	negligent	怠慢な	negligent	adjective	core	2041
mineral	mineral	ミネラル	mineral	adjective	core	2042
mood	mood	気分	mood	noun	core	2043
negotiable	negotiable	交渉可能	negotiable	adjective	core	2044
minimal	minimal	最小限の	minimal	adjective	core	2045
negotiate	negotiate	交渉する	negotiate	verb	core	2046
minimum	minimum	最低限の	minimum	adjective	core	2047
moody	moody	不機嫌そうな	moody	adjective	core	2048
negotiation	negotiation	交渉	negotiate	noun	core	2049
minister	minister	大臣	minister	other	core	2050
mortal	mortal	定命の	mortal	adjective	core	2051
neighbor	neighbor	隣人	neighbor	noun	core	2052
ministry	ministry	奉仕	ministry	other	core	2053
mortality	mortality	死亡率	mortal	noun	core	2054
neighborhood	neighborhood	近所	neighborhood	noun	core	2055
minor	minor	未成年者	minor	noun	core	2056
motivate	motivate	やる気を起こさせる	motivate	verb	core	2057
nerve	nerve	神経	nerve	other	core	2058
minority	minority	少数派	minor	noun	core	2059
motivation	motivation	モチベーション	motivate	noun	core	2060
nervous	nervous	神経質な	nerve	adjective	core	2061
mischief	mischief	いたずら	mischief	other	core	2062
motive	motive	動機	motive	adjective	core	2063
neutral	neutral	中立的な	neutral	adjective	core	2064
mischievous	mischievous	いたずらっぽい	mischievous	adjective	core	2065
mount	mount	マウント	mount	other	core	2066
neutralism	neutralism	中立主義	neutral	noun	core	2067
miserable	miserable	惨めな	miserable	adjective	core	2068
mourn	mourn	嘆く	mourn	verb	core	2069
neutralize	neutralize	中和する	neutral	verb	core	2070
miserably	miserably	悲惨なことに	miserably	adverb	core	2071
mournful	mournful	悲しい	mournful	adjective	core	2072
nevertheless	nevertheless	それにもかかわらず	nevertheless	adjective	core	2073
misery	misery	悲惨さ	misery	noun	core	2074
mourning	mourning	哀悼の意	mourning	other	core	2075
nightmare	nightmare	悪夢	nightmare	other	core	2076
mission	mission	ミッション	mission	noun	core	2077
multiply	multiply	乗算する	multiply	adverb	core	2078
nobility	nobility	貴族	nobility	noun	core	2079
multiple	multiple	複数の	multiple	adjective	core	2080
noble	noble	高貴な	noble	adjective	core	2081
missionary	missionary	宣教師	mission	adjective	core	2082
misunderstand	misunderstand	誤解する	misunderstand	verb	core	2083
murmur	murmur	つぶやく	murmur	verb	core	2084
nobleman	nobleman	貴族	nobleman	noun	core	2085
mutant	mutant	突然変異体	mutant	adjective	core	2086
nod	nod	うなずく	nod	verb	core	2087
misunderstanding	misunderstanding	誤解	misunderstanding	noun	core	2088
mutate	mutate	変異する	mutate	verb	core	2089
nonverbal	nonverbal	非言語的	nonverbal	adjective	core	2090
mutation	mutation	突然変異	mutate	noun	core	2091
norm	norm	標準	norm	noun	core	2092
mix	mix	混ぜる	mix	verb	core	2093
mutter	mutter	つぶやく	mutter	verb	core	2094
normal	normal	普通の	norm	adjective	core	2095
mixture	mixture	混合物	mixture	noun	core	2096
mutual	mutual	相互	mutual	adjective	core	2097
notable	notable	注目すべき	note	adjective	core	2098
mobile	mobile	モバイル	mobile	noun	core	2099
mutually	mutually	相互に	mutual	adverb	core	2100
note	note	メモ	note	noun	core	2101
mobility	mobility	モビリティ	mobile	noun	core	2102
notice	notice	気づく	notice	verb	core	2103
mock	mock	モック	mock	noun	core	2104
myth	myth	神話	myth	noun	core	2105
noticeable	noticeable	目立つ	notice	adjective	core	2106
mode	mode	モード	mode	noun	core	2107
mythology	mythology	神話	mythology	noun	core	2108
notion	notion	概念	note	noun	core	2109
notorious	notorious	悪名高い	notorious	adjective	core	2110
moderate	moderate	中程度の	moderate	adjective	core	2111
nourish	nourish	栄養を与える	nourish	adjective	core	2112
moderation	moderation	節度	moderate	noun	core	2113
naked	naked	裸の	naked	adjective	core	2114
nourishment	nourishment	栄養	nourish	noun	core	2115
modest	modest	控えめな	modest	adjective	core	2116
narration	narration	ナレーション	narration	noun	core	2117
novel	novel	小説	novel	adjective	core	2118
modesty	modesty	謙虚さ	modest	noun	core	2119
narrative	narrative	物語	narrative	adjective	core	2120
nowadays	nowadays	最近	nowadays	adverb	core	2121
modification	modification	修正	modification	noun	core	2122
nasty	nasty	厄介な	nasty	noun	core	2123
nuclear	nuclear	核	nuclear	noun	core	2124
modify	modify	修正する	modify	verb	core	2125
nationalism	nationalism	ナショナリズム	nationalize	noun	core	2126
nucleus	nucleus	核	nucleus	noun	core	2127
moist	moist	しっとりした	moist	noun	core	2128
nationalist	nationalist	国家主義者	nationalize	noun	core	2129
nuisance	nuisance	迷惑	nuisance	noun	core	2130
output	output	出力	output	noun	core	2131
numerous	numerous	多数の	numerous	adjective	core	2132
offer	offer	オファー	offer	noun	core	2133
outstanding	outstanding	優れた	outstanding	verb	core	2134
nurse	nurse	看護師	nurse	noun	core	2135
office	office	オフィス	office	noun	core	2136
overall	overall	全体的に	overall	noun	core	2137
nursery	nursery	保育園	nursery	noun	core	2138
officer	officer	役人	office	noun	core	2139
overcome	overcome	克服する	overcome	verb	core	2140
nurture	nurture	育てる	nurture	verb	core	2141
official	official	役人	office	adjective	core	2142
offspring	offspring	子孫	offspring	noun	core	2143
overlook	overlook	見落とす	overlook	verb	core	2144
nutrient	nutrient	栄養素	nutrient	adjective	core	2145
omission	omission	省略	omission	noun	core	2146
overtake	overtake	追い越す	overtake	verb	core	2147
nutrition	nutrition	栄養	nutrition	noun	core	2148
omit	omit	省略	omit	verb	core	2149
overwhelm	overwhelm	圧倒する	overwhelm	verb	core	2150
nutritious	nutritious	栄養価の高い	nutritious	adjective	core	2151
operate	operate	操作する	operate	verb	core	2152
operation	operation	操作	operate	noun	core	2153
overwhelming	overwhelming	圧倒的な	overwhelming	adjective	core	2154
owe	owe	借りがあります	owe	verb	core	2155
obedience	obedience	従順	obedience	noun	core	2156
opponent	opponent	相手	opponent	adjective	core	2157
obedient	obedient	従順な	obedient	adjective	core	2158
obese	obese	肥満	obese	adjective	core	2159
opportunity	opportunity	機会	opportunity	noun	core	2160
oppose	oppose	反対する	oppose	verb	core	2161
pain	pain	痛み	pain	noun	core	2162
opposed	opposed	反対した	opposed	verb	core	2163
painful	painful	痛い	painful	adjective	core	2164
obesity	obesity	肥満	obese	noun	core	2165
opposite	opposite	反対側	opposite	noun	core	2166
panic	panic	パニック	panic	adjective	core	2167
obey	obey	従う	obey	verb	core	2168
opposition	opposition	反対	opposite	noun	core	2169
pant	pant	パンツ	pant	adjective	core	2170
object	object	オブジェクト	object	noun	core	2171
oppress	oppress	抑圧する	oppress	verb	core	2172
paradox	paradox	パラドックス	paradox	noun	core	2173
objection	objection	異議	object	noun	core	2174
paradoxical	paradoxical	逆説的な	paradoxical	adjective	core	2175
objective	objective	目的	object	adjective	core	2176
oppression	oppression	弾圧	oppress	noun	core	2177
parallel	parallel	平行	parallel	noun	core	2178
obligation	obligation	義務	oblige	noun	core	2179
oppressive	oppressive	抑圧的な	oppress	adjective	core	2180
obligatory	obligatory	義務的な	obligatory	adjective	core	2181
oblige	oblige	義務を負う	oblige	verb	core	2182
opt	opt	選択する	opt	verb	core	2183
optimism	optimism	楽観主義	optimist	noun	core	2184
parasite	parasite	寄生虫	parasite	noun	core	2185
parasitic	parasitic	寄生的な	parasitic	adjective	core	2186
obscure	obscure	あいまいな	obscure	adjective	core	2187
optimist	optimist	楽観主義者	optimist	noun	core	2188
pardon	pardon	許してください	pardon	noun	core	2189
optimistic	optimistic	楽観的な	optimistic	adjective	core	2190
parliament	parliament	議会	parliament	noun	core	2191
obscurity	obscurity	あいまいさ	obscure	noun	core	2192
observance	observance	遵守	observe	noun	core	2193
option	option	オプション	opt	noun	core	2194
partial	partial	部分的な	partial	adjective	core	2195
observation	observation	観察	observe	noun	core	2196
oral	oral	口頭	oral	adjective	core	2197
partially	partially	部分的に	partial	adverb	core	2198
observe	observe	観察する	observe	verb	core	2199
orally	orally	口頭で	oral	adverb	core	2200
participant	participant	参加者	participant	adjective	core	2201
obsess	obsess	執着する	obsess	verb	core	2202
orbit	orbit	軌道	orbit	noun	core	2203
participate	participate	参加する	participate	verb	core	2204
obsession	obsession	強迫観念	obsess	noun	core	2205
ordeal	ordeal	試練	ordeal	adjective	core	2206
participation	participation	参加	participate	noun	core	2207
obsessive	obsessive	強迫観念的な	obsess	adjective	core	2208
ordinary	ordinary	普通の	ordinary	adjective	core	2209
particle	particle	粒子	particle	noun	core	2210
obsolete	obsolete	時代遅れの	obsolete	adjective	core	2211
organ	organ	器官	organ	noun	core	2212
particular	particular	特定の	particular	adjective	core	2213
obstacle	obstacle	障害物	obstacle	noun	core	2214
organic	organic	オーガニック	organic	adjective	core	2215
particularly	particularly	特に	particular	adverb	core	2216
obtain	obtain	入手する	obtain	verb	core	2217
organism	organism	生物	organ	noun	core	2218
passion	passion	情熱	passion	noun	core	2219
obvious	obvious	明らかな	obvious	adjective	core	2220
organization	organization	組織	organ	noun	core	2221
passionate	passionate	情熱的な	passionate	adjective	core	2222
occasion	occasion	行事	occasion	noun	core	2223
organize	organize	整理する	organ	verb	core	2224
passive	passive	受動的な	passive	adjective	core	2225
occasional	occasional	時々	occasion	adjective	core	2226
origin	origin	起源	origin	other	core	2227
passivity	passivity	受動性	passive	noun	core	2228
occasionally	occasionally	時々	occasion	adverb	core	2229
original	original	オリジナル	origin	adjective	core	2230
pastime	pastime	娯楽	pastime	other	core	2231
occupation	occupation	職業	occupation	noun	core	2232
originate	originate	発生する	originate	verb	core	2233
patch	patch	パッチ	patch	other	core	2234
occupy	occupy	占領する	occupy	verb	core	2235
ornament	ornament	飾り	ornament	noun	core	2236
patchwork	patchwork	パッチワーク	patchwork	other	core	2237
occur	occur	発生する	occur	verb	core	2238
ornamental	ornamental	観賞用	ornament	adjective	core	2239
patent	patent	特許	patent	adjective	core	2240
occurrence	occurrence	発生	occurrence	noun	core	2241
orphan	orphan	孤児	orphan	other	core	2242
patience	patience	忍耐力	patience	noun	core	2243
odd	odd	奇妙な	odd	adjective	core	2244
orphanage	orphanage	孤児院	orphanage	noun	core	2245
patient	patient	患者	patient	adjective	core	2246
odds	odds	オッズ	odds	other	core	2247
otherwise	otherwise	それ以外の場合	otherwise	adverb	core	2248
patiently	patiently	辛抱強く	patient	adverb	core	2249
odor	odor	臭い	odor	other	core	2250
outbreak	outbreak	流行	outbreak	other	core	2251
offend	offend	気分を害する	offend	verb	core	2252
outcome	outcome	結果	outcome	other	core	2253
peculiar	peculiar	奇妙な	peculiar	adjective	core	2254
peculiarity	peculiarity	特異性	peculiar	noun	core	2255
offender	offender	犯罪者	offend	noun	core	2256
outlet	outlet	アウトレット	outlet	other	core	2257
pedestrian	pedestrian	歩行者	pedestrian	noun	core	2258
offense	offense	犯罪	offense	other	core	2259
outline	outline	概要	outline	other	core	2260
peer	peer	ピア	peer	other	core	2261
offensive	offensive	攻撃的な	offense	adjective	core	2262
outlook	outlook	見通し	outlook	noun	core	2263
penalize	penalize	罰する	penalize	verb	core	2264
penalty	penalty	ペナルティ	penalty	noun	core	2265
penetrate	penetrate	浸透する	penetrate	verb	core	2266
penetrating	penetrating	浸透する	penetrating	verb	core	2267
penetration	penetration	浸透	penetrate	noun	core	2268
peninsula	peninsula	半島	peninsula	noun	core	2269
peninsular	peninsular	半島	peninsular	noun	core	2270
pension	pension	年金	pension	noun	core	2271
pensioner	pensioner	年金受給者	pension	noun	core	2272
perceive	perceive	知覚する	perceive	verb	core	2273
perception	perception	認識	perception	noun	core	2274
perform	perform	実行する	perform	verb	core	2275
performance	performance	パフォーマンス	perform	noun	core	2276
perfume	perfume	香水	perfume	noun	core	2277
permanent	permanent	永久的な	permanent	adjective	core	2278
permanently	permanently	永久に	permanent	adverb	core	2279
permission	permission	許可	permission	noun	core	2280
permit	permit	許可する	permit	verb	core	2281
perpetual	perpetual	永久的な	perpetual	adjective	core	2282
perpetually	perpetually	永遠に	perpetual	adverb	core	2283
persecute	persecute	迫害する	persecute	verb	core	2284
persecution	persecution	迫害	persecute	noun	core	2285
persist	persist	持続する	persist	verb	core	2286
persistence	persistence	持続性	persist	noun	core	2287
persistent	persistent	しつこい	persist	adjective	core	2288
personal	personal	個人的な	personal	adjective	core	2289
personality	personality	性格	personal	noun	core	2290
personnel	personnel	人員	personnel	noun	core	2291
perspective	perspective	視点	perspective	adjective	core	2292
persuade	persuade	説得する	persuade	verb	core	2293
persuasion	persuasion	説得	persuade	noun	core	2294
persuasive	persuasive	説得力のある	persuasive	adjective	core	2295
pessimism	pessimism	悲観主義	pessimist	noun	core	2296
